split,model,zone,zone_value,basins,median_kge,median_nse,median_log_nse,median_pbias
val,random_forest,impact_class,impact_m,19,0.5845379208532797,0.5667571797004581,0.6461722243703002,-2.8329392481875098
val,random_forest,impact_class,impact_s,30,0.6811231746113637,0.6471340806176391,0.6945535567674047,-0.8240170583880749
val,random_forest,impact_class,near_natural,48,0.5239056521790547,0.5389015338068726,0.6299572802195226,-2.94024471271749
val,transformer,impact_class,impact_l,3,0.7663736162409619,0.5334663477392483,0.658408394453027,-1.2542040004860335
val,transformer,impact_class,impact_m,19,0.6981661773308114,0.5075687390927748,0.6588877674300135,-0.1700681560999541
val,transformer,impact_class,impact_s,30,0.7273089225013942,0.7067215291812188,0.7466926809410569,-6.352178112482836
val,transformer,impact_class,near_natural,48,0.659243807198312,0.6253103306908097,0.692196171706795,-2.9022742687674326
val,xgboost,impact_class,impact_l,3,0.5592065447015949,0.1420411867819859,0.2343260778050252,-7.591815904624586
val,xgboost,impact_class,impact_m,19,0.5057553123930589,0.4853064725873557,0.6035792676877139,-8.048170232438512
val,xgboost,impact_class,impact_s,30,0.5887257564418453,0.5780497808771008,0.633775901019191,-3.918103839391436
val,xgboost,impact_class,near_natural,48,0.45329893795617315,0.4630589456626213,0.5778252764892229,-9.51516256352188
spatial_test,random_forest,size_class,large,20,0.5766557208771543,0.42413607304291295,0.46277451137492526,6.947962564102435
spatial_test,random_forest,size_class,medium,17,0.4273543556839225,0.3656236805586681,0.5090621351672542,3.6980046462374863
spatial_test,random_forest,size_class,small,13,0.3227798281230412,0.3326456720317005,0.5386909471448073,-11.997563561484954
spatial_test,transformer,size_class,large,20,0.5238692897483528,0.40236130523569835,0.3175312507070889,-1.9307547773909972
spatial_test,transformer,size_class,medium,17,0.5302394359492544,0.3642726480998407,0.4234364145702606,-0.9308749875540931
spatial_test,transformer,size_class,small,13,0.4809934411116344,0.2539521128473631,0.4259454163820847,-17.98041535616733
spatial_test,xgboost,size_class,large,20,0.5513024757156737,0.3827061448965454,0.4111675901716412,6.018027280200603
spatial_test,xgboost,size_class,medium,17,0.4251993509858512,0.3544162437418005,0.4065275721163612,-1.0993539047624885
spatial_test,xgboost,size_class,small,13,0.2600999981651758,0.3369797836480805,0.4668512296996456,-19.26919713406965
test,random_forest,size_class,large,30,0.7358795726027433,0.6625782167747851,0.6892671394023584,5.311973035572247
test,random_forest,size_class,medium,33,0.6036937768953943,0.5193506037837584,0.5499860279205395,2.8493543988526784
test,random_forest,size_class,small,37,0.5117458468242324,0.4639374483230296,0.5896514642579606,-5.199997342477523
test,transformer,size_class,large,30,0.7626863729531708,0.7040304354454132,0.7398432333014269,-2.143925673824931
test,transformer,size_class,medium,33,0.6562206412491167,0.5909252423479452,0.636113209867847,-5.1114027104913164
test,transformer,size_class,small,37,0.5679354981226107,0.5157876573476898,0.6165237654634839,-7.7525234092067326
test,xgboost,size_class,large,30,0.6096667385949226,0.5525036768223573,0.6095699353250761,0.24526206098450043
test,xgboost,size_class,medium,33,0.4842342804979955,0.4391241734862459,0.492214782438512,-0.9225277812721966
test,xgboost,size_class,small,37,0.4046222889977255,0.3461706812221266,0.5067579185847637,-10.515329011620349
train,transformer,size_class,large,30,0.8255399423869665,0.7971734655778304,0.8333539729007524,-1.685035573938148
train,transformer,size_class,medium,33,0.7598358256809756,0.7214089972123798,0.7876630390096103,-3.3646437084271597
train,transformer,size_class,small,37,0.671230558158874,0.6871054638856499,0.750019830423152,-5.350089539028959
val,random_forest,size_class,large,30,0.7027119123609903,0.6471340806176391,0.7217954790525449,-0.7942149512039851
val,random_forest,size_class,medium,33,0.5575041848726663,0.550512489584039,0.6277922892165324,-0.5618488266272416
val,random_forest,size_class,small,37,0.5237830484276678,0.5272905780297061,0.6262712765899898,-5.693975773200574
val,transformer,size_class,large,30,0.7398186036905019,0.6920561971141467,0.7631391710213408,-4.5397256740469025
val,transformer,size_class,medium,33,0.6981661773308114,0.5963200524772976,0.6670543688257433,-1.2542040004860335
val,transformer,size_class,small,37,0.676941029505167,0.5906671780295963,0.659867095782634,-3.0415751747636435
val,xgboost,size_class,large,30,0.5946510634582439,0.5734237350199831,0.6589239446150394,-3.918103839391436
val,xgboost,size_class,medium,33,0.4791582130275311,0.4691048885755038,0.5784569284400476,-5.845716523765152
val,xgboost,size_class,small,37,0.4203432332722303,0.4328490376448765,0.5497916075203466,-13.879579314247136
